id_pedido;fecha;direccion;menu;monto;calificacion;t_despacho;t_preparacion;estado_transaccion
ID_3369;10-03-2020;Musi Nagar, Malakpet, Hyderabad;Francés;24789;3.4;33.26291195;13.35436446;1
ID_3371;10-03-2020;Jaya Nagar, Saidabad, Hyderabad;Español;15481;3.2;52.3491852;13.6976893;1
ID_3371;10-03-2020;Chatta Bazaar, Malakpet, Hyderabad;Peruano;17190;3.2;41.38958698;17.73762068;1
ID_3371;10-03-2020;Panjetan Colony, Malakpet, Hyderabad;Peruano;16151;3.2;60.33261418;18.35951654;1
ID_3371;10-03-2020;Noorkhan Bazaar, Malakpet, Hyderabad;Francés;15059;3.2;36.14657778;18.24395145;1
ID_3374;10-03-2020;Panjetan Colony, Malakpet, Hyderabad;Chileno;15286;3.2;42.37523551;15.20911495;1
ID_3374;10-03-2020;Musi Nagar, Malakpet, Hyderabad;Francés;17295;3.2;58.54187683;16.39666193;1
ID_3374;10-03-2020;Chatta Bazaar, Malakpet, Hyderabad;Argentino;16351;3.2;28.65509722;13.97120757;1
ID_3374;10-03-2020;Noorkhan Bazaar, Malakpet, Hyderabad;Español;15747;3.2;39.51709929;19.47838903;1
ID_3375;10-03-2020;Panjetan Colony, Malakpet, Hyderabad;Francés;22659;4.1;28.25563515;18.38102937;1
ID_3375;11-03-2020;Chatta Bazaar, Malakpet, Hyderabad;Francés;23313;4.1;41.01976431;18.83406379;1
ID_3375;11-03-2020;Noorkhan Bazaar, Malakpet, Hyderabad;Chileno;24724;4.1;87.18942329;18.81766919;1
ID_3376;11-03-2020;Nathan Road, Mangaldas Road, Pune;Chileno;15786;3;38.1839987;13.84257838;1
ID_3378;11-03-2020;Pune University;Francés;17251;3.3;39.95655013;19.42851698;1
ID_3379;11-03-2020;Dockyard Road, Mumbai CST Area;Italiano;12945;3.7;54.15292561;14.65600759;1
ID_3379;11-03-2020;Mumbai Central;Español;12258;3.7;43.19411508;13.73188684;1
ID_3379;11-03-2020;Sandhurst Road, Mumbai CST Area;Peruano;11399;3.7;51.96986181;16.49417443;1
ID_3380;11-03-2020;FTI College, Law College Road, Pune;Francés;17313;3.5;54.37363764;18.99241079;1
ID_3381;11-03-2020;Nathan Road, Mangaldas Road, Pune;Español;15539;3.3;29.06543058;19.19347869;1
ID_3382;11-03-2020;FTI College, Law College Road, Pune;Chileno;9555;3.6;26.57586435;15.9696482;1
ID_3383;11-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Argentino;8704;3.8;29.81119775;12.57121173;1
ID_3385;11-03-2020;Nathan Road, Mangaldas Road, Pune;Español;21171;3;63.0651878;14.93939023;1
ID_3385;11-03-2020;MG Road, Pune;Italiano;20175;3;52.87617609;14.9012021;1
ID_3385;11-03-2020;Yerawada, Pune, Maharashtra;Chileno;21058;3;41.99789629;15.99231548;1
ID_3388;11-03-2020;Noorkhan Bazaar, Malakpet, Hyderabad;Chileno;28591;3.4;62.68385317;12.57835406;1
ID_3388;11-03-2020;Panjetan Colony, Malakpet, Hyderabad;Italiano;28918;3.4;73.0550776;14.52276813;1
ID_3388;11-03-2020;Chatta Bazaar, Malakpet, Hyderabad;Francés;27530;3.4;50.60977047;18.61424664;1
ID_3389;11-03-2020;Pune University;Peruano;12321;3.3;42.4788118;17.42747988;1
ID_3392;11-03-2020;Majestic;Italiano;7227;3.5;54.82486546;15.31770595;1
ID_3395;11-03-2020;FTI College, Law College Road, Pune;Chileno;7389;3.1;43.82579489;14.67539319;1
ID_3395;11-03-2020;MG Road, Pune;Chileno;8425;3.1;62.8711531;18.22561162;1
ID_3396;11-03-2020;Nathan Road, Mangaldas Road, Pune;Francés;15496;3.2;77.95736406;19.5008378;1
ID_3396;11-03-2020;FTI College, Law College Road, Pune;Peruano;15954;3.2;71.79717004;12.86254205;1
ID_3397;11-03-2020;Sandhurst Road, Mumbai CST Area;Chileno;17195;3.5;26.89715402;15.02510535;1
ID_3398;11-03-2020;Rmz Centennial, I Gate, Whitefield;Francés;16244;3.8;62.73328549;14.29979178;1
ID_3399;11-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;15472;4.1;70.08748765;15.36978514;1
ID_3402;11-03-2020;Pune University;Chileno;9189;3.6;61.67899931;13.66428694;1
ID_3403;11-03-2020;Hyderabad Public School, Begumpet;Francés;8520;2.9;78.56466983;18.14651286;1
ID_3405;11-03-2020;Yerawada, Pune, Maharashtra;Francés;15621;3.2;53.02937006;17.03663918;1
ID_3406;11-03-2020;FTI College, Law College Road, Pune;Chileno;7750;3.6;63.75468205;19.14312521;1
ID_3407;11-03-2020;FTI College, Law College Road, Pune;Chileno;7310;3.7;81.40712877;18.90742023;1
ID_3410;11-03-2020;Dockyard Road, Mumbai CST Area;Italiano;16707;4;35.5477031;16.04086281;1
ID_3410;11-03-2020;Sandhurst Road, Mumbai CST Area;Francés;15979;4;81.71733104;17.93960708;1
ID_3411;11-03-2020;FTI College, Law College Road, Pune;Italiano;20795;3.1;80.13412732;16.69198954;1
ID_3412;11-03-2020;Sandhurst Road, Mumbai CST Area;Francés;15157;3.8;61.17502178;16.33727924;1
ID_3412;11-03-2020;Mumbai Central;Francés;16056;3.8;31.09213172;12.22429437;1
ID_3412;11-03-2020;Dockyard Road, Mumbai CST Area;Italiano;15128;3.8;48.932787;19.03927965;1
ID_3413;11-03-2020;Mumbai Central;Chileno;16760;3.6;25.65495391;15.61741639;1
ID_3413;11-03-2020;Sandhurst Road, Mumbai CST Area;Francés;16432;3.6;57.9675318;15.4323637;1
ID_3413;11-03-2020;Dockyard Road, Mumbai CST Area;Italiano;15226;3.6;57.51248949;13.25877868;1
ID_3416;11-03-2020;MG Road, Pune;Francés;20210;3.6;59.71774364;12.12027217;1
ID_3416;11-03-2020;FTI College, Law College Road, Pune;Chileno;20243;3.6;85.22315894;14.18758097;0
ID_3417;11-03-2020;Jaya Nagar, Saidabad, Hyderabad;Peruano;8255;3.3;26.95662505;12.09326613;1
ID_3418;11-03-2020;Noorkhan Bazaar, Malakpet, Hyderabad;Chileno;24076;3.4;82.89067604;17.38753587;1
ID_3418;11-03-2020;Chatta Bazaar, Malakpet, Hyderabad;Francés;23950;3.4;73.52420035;17.98406086;1
ID_3419;11-03-2020;Nathan Road, Mangaldas Road, Pune;Argentino;20849;3.3;57.35630703;14.87444187;1
ID_3419;11-03-2020;MG Road, Pune;Chileno;20813;3.3;71.01685338;18.03974913;1
ID_3421;11-03-2020;Hyderabad Public School, Begumpet;Francés;7994;3.9;46.80383087;15.18078883;1
ID_3422;11-03-2020;MG Road, Pune;Argentino;32262;3.3;54.66772663;16.92188479;1
ID_3424;11-03-2020;FTI College, Law College Road, Pune;Chileno;24701;3.4;60.72840363;18.97743919;1
ID_3425;12-03-2020;MG Road, Pune;Francés;15111;3.6;25.74031798;16.11336897;1
ID_3425;12-03-2020;FTI College, Law College Road, Pune;Chileno;16198;3.6;47.89450829;16.41666433;1
ID_3426;12-03-2020;Sector 1, Noida;Italiano;8668;3.7;54.12552665;13.29859648;1
ID_3427;12-03-2020;Yerawada, Pune, Maharashtra;Español;11948;3.8;45.77355479;15.02498772;1
ID_3429;12-03-2020;FTI College, Law College Road, Pune;Español;12235;3.2;66.05545593;15.11537729;1
ID_3431;12-03-2020;Sector 1, Noida;Francés;8965;3.6;62.72375849;15.88236275;1
ID_3432;12-03-2020;Rmz Centennial, I Gate, Whitefield;Chileno;15408;4.2;82.57467503;14.75023313;1
ID_3435;12-03-2020;Delhi Cantt.;Francés;23894;4.5;49.31640574;16.70498775;1
ID_3436;12-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Italiano;7743;3.4;35.25262679;14.10219433;1
ID_3438;12-03-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Español;8226;3.5;27.67658135;16.1557454;1
ID_3441;12-03-2020;Gora Bazar, Rajbari, North Dumdum, Kolkata;Español;20651;3.7;36.18797073;16.44257207;1
ID_3442;12-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Italiano;19698;3.9;44.72220424;16.44383172;1
ID_3443;12-03-2020;Delhi University-GTB Nagar;Chileno;47129;4.7;46.46487691;12.04618898;1
ID_3443;12-03-2020;Delhi Administration Flats, Timarpur;Italiano;46480;4.7;30.06948595;15.41133466;1
ID_3444;12-03-2020;FTI College, Law College Road, Pune;Español;16681;3.8;89.93136881;18.79585642;1
ID_3445;12-03-2020;Sandhurst Road, Mumbai CST Area;Español;25028;2.9;61.35125708;15.40906716;1
ID_3446;12-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Español;19452;3.7;82.55895836;19.20344134;1
ID_3447;12-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Español;7357;3.1;46.54825584;19.76363024;0
ID_3449;12-03-2020;Sector 1, Noida;Chileno;13541;3.5;73.85870271;18.52234391;1
ID_3451;12-03-2020;Sector 14, Noida;Chileno;15873;3.5;46.70937489;12.19690487;1
ID_3451;12-03-2020;Sector 1, Noida;Chileno;16653;3.5;41.87296394;14.97458152;1
ID_3452;12-03-2020;Yerawada, Pune, Maharashtra;Italiano;28243;4.6;73.20560634;19.57341439;1
ID_3452;12-03-2020;Nathan Road, Mangaldas Road, Pune;Francés;27588;4.6;29.75251765;16.48122996;1
ID_3453;12-03-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chileno;16573;3.2;33.25165954;14.35811156;1
ID_3454;12-03-2020;Delhi University-GTB Nagar;Argentino;21218;4.4;28.5278646;12.58507732;1
ID_3454;12-03-2020;Delhi Administration Flats, Timarpur;Chileno;20934;4.4;53.83960794;19.97225821;1
ID_3455;12-03-2020;Nathan Road, Mangaldas Road, Pune;Chileno;11167;3.9;27.39203776;16.57457468;1
ID_3455;12-03-2020;MG Road, Pune;Francés;13230;3.9;73.15045951;15.26630092;1
ID_3456;12-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;19307;3.5;37.77149154;13.69331488;1
ID_3457;12-03-2020;D-Block, Sector 63, Noida;Francés;20048;3.3;64.58518535;14.69940175;1
ID_3458;12-03-2020;Tejas Nagar Colony, Wadala West, Mumbai;Francés;8485;3.8;41.63808495;12.81040179;1
ID_3459;12-03-2020;Rmz Centennial, I Gate, Whitefield;Francés;20251;3.7;77.81229816;12.9157293;1
ID_3460;12-03-2020;Sector 14, Noida;Francés;12359;3.5;69.96672788;16.26984628;1
ID_3461;12-03-2020;Sandhurst Road, Mumbai CST Area;Peruano;16358;3.5;29.62965283;16.14251646;1
ID_3461;12-03-2020;Mumbai Central;Francés;15105;3.5;66.67197074;13.50834221;1
ID_3462;12-03-2020;D-Block, Sector 63, Noida;Chileno;13334;3;34.28811429;13.44701869;1
ID_3463;12-03-2020;Delhi University-GTB Nagar;Peruano;16751;3.6;40.3037458;18.34234945;1
ID_3464;12-03-2020;Babarpur, New Delhi, Delhi;Italiano;8318;3.2;67.2654265;14.12799951;1
ID_3465;12-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;12407;3.8;30.11967082;15.63283816;1
ID_3467;12-03-2020;Babarpur, New Delhi, Delhi;Italiano;15712;3.3;43.46093463;18.41641891;1
ID_3468;12-03-2020;D-Block, Sector 63, Noida;Francés;8643;3.3;68.221445;15.59596278;1
ID_3470;12-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Español;16089;3.6;36.14469776;16.69896203;1
ID_3472;12-03-2020;Sector 14, Noida;Peruano;7396;3.5;35.60999605;15.99118445;1
ID_3473;12-03-2020;Rmz Centennial, I Gate, Whitefield;Chileno;11733;3.7;42.08332474;17.25295936;1
ID_3474;12-03-2020;Sector 1, Noida;Francés;16563;3.9;39.59141104;19.85666951;0
ID_3474;12-03-2020;Sector 14, Noida;Italiano;17396;3.9;57.12259998;12.59093708;1
ID_3475;12-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;23974;3.8;73.84396741;12.41846334;1
ID_3478;12-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;17249;3.4;72.48247026;19.94068304;1
ID_3479;12-03-2020;Pune University;Argentino;12276;3.3;76.12280871;14.7801642;1
ID_3480;12-03-2020;Delhi Administration Flats, Timarpur;Italiano;16469;3.5;64.9370124;18.47712473;1
ID_3482;12-03-2020;Delhi University-GTB Nagar;Español;8759;3.2;78.48534844;18.89663524;1
ID_3482;12-03-2020;Delhi Administration Flats, Timarpur;Chileno;7882;3.2;37.7435193;17.49966182;1
ID_3484;12-03-2020;Sector 1, Noida;Chileno;19683;3.8;52.24448851;14.46726219;1
ID_3485;12-03-2020;Delhi Cantt.;Francés;12116;3.2;37.4730593;18.88774131;1
ID_3487;12-03-2020;D-Block, Sector 63, Noida;Francés;20064;2.8;57.31945879;15.58983021;1
ID_3489;13-03-2020;Sector 1, Noida;Español;17200;3;69.91637767;13.37211218;1
ID_3491;13-03-2020;Sector 3, Marathalli;Chileno;16411;3.5;56.8112827;15.3190934;1
ID_3493;13-03-2020;D-Block, Sector 63, Noida;Chileno;11068;3.3;37.00364161;15.25594251;1
ID_3495;13-03-2020;D-Block, Sector 63, Noida;Chileno;8204;4;57.55523114;19.97012944;1
ID_3497;13-03-2020;Babarpur, New Delhi, Delhi;Español;7742;3.4;52.87658486;16.70257043;1
ID_3498;13-03-2020;Raja Bazar, Kolkata;Español;9373;2.9;56.83516114;14.75040987;1
ID_3498;13-03-2020;Tiretti, Kolkata;Italiano;8595;2.9;66.99507456;19.30320963;1
ID_3498;13-03-2020;Chandni Chowk, Kolkata;Francés;9484;2.9;26.45411573;14.96752092;1
ID_3499;13-03-2020;Tiretti, Kolkata;Italiano;9055;3.2;78.55758379;19.83902403;1
ID_3499;13-03-2020;Raja Bazar, Kolkata;Francés;9554;3.2;29.32304489;12.59901626;1
ID_3501;13-03-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Chileno;15387;3.3;59.18653685;13.86747051;1
ID_3503;13-03-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Italiano;16106;3.7;33.03613204;19.22104367;1
ID_3505;13-03-2020;D-Block, Sector 63, Noida;Chileno;7490;3.3;28.21169336;13.18343287;1
ID_3507;13-03-2020;Delhi University-GTB Nagar;Chileno;17288;3.3;60.13616168;18.38696008;1
ID_3508;13-03-2020;Sector 1, Noida;Chileno;12254;3.9;56.47985158;13.96260155;1
ID_3508;13-03-2020;Sector 14, Noida;Chileno;13305;3.9;51.24059651;16.49825484;1
ID_3509;13-03-2020;D-Block, Sector 63, Noida;Chileno;15514;3.9;37.08425548;13.25375346;1
ID_3511;13-03-2020;Rmz Centennial, I Gate, Whitefield;Español;11112;3.5;30.19552865;18.25954129;1
ID_3513;13-03-2020;Sector 3, Marathalli;Italiano;28096;4;46.13956044;13.03717389;1
ID_3516;13-03-2020;Delhi Cantt.;Chileno;8693;2.8;50.46335529;18.8030883;1
ID_3517;13-03-2020;Sector 3, Marathalli;Francés;20962;2.7;52.01460162;19.01060932;1
ID_3517;13-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;19697;3.4;52.90540694;15.06442792;1
ID_3517;13-03-2020;Sector 3, Marathalli;Italiano;21230;3.3;67.00638361;16.59684535;1
ID_3518;13-03-2020;Sector 3, Marathalli;Español;16651;3.6;67.97225935;14.7577777;1
ID_3518;13-03-2020;Rmz Centennial, I Gate, Whitefield;Argentino;14919;3.6;65.30531391;17.51390697;1
ID_3522;13-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Argentino;8825;3.9;32.27358367;15.68562341;1
ID_3524;13-03-2020;Hyderabad Public School, Begumpet;Chileno;11225;3.4;25.42048586;12.72724863;1
ID_3525;13-03-2020;Moulali, Kolkata;Peruano;13046;4;67.44262191;14.17955147;1
ID_3527;13-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Italiano;15600;3;69.04272309;19.47834616;1
ID_3528;13-03-2020;D-Block, Sector 63, Noida;Italiano;4679;3.7;41.71119968;17.1428988;1
ID_3530;13-03-2020;Nathan Road, Mangaldas Road, Pune;Español;13529;3.6;27.63344137;13.7956612;1
ID_3530;13-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Italiano;16344;4.1;40.3724254;16.69942902;1
ID_3530;13-03-2020;Yerawada, Pune, Maharashtra;Chileno;11371;3.6;66.62382357;13.68606797;1
ID_3530;13-03-2020;Majestic;Chileno;17277;3.8;63.49224951;17.29797572;1
ID_3531;13-03-2020;Delhi High Court, India Gate;Chileno;16509;3.7;75.18550832;12.23102252;1
ID_3532;13-03-2020;Sector 3, Marathalli;Francés;9486;3.6;50.94025375;19.05257357;1
ID_3533;13-03-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Italiano;28148;3.7;25.34038949;14.41555195;1
ID_3536;13-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;8624;3.8;34.72990294;17.66796884;1
ID_3537;13-03-2020;Rmz Centennial, I Gate, Whitefield;Chileno;9099;3.8;35.98416297;19.89435547;1
ID_3538;13-03-2020;Delhi University-GTB Nagar;Francés;15545;3.6;27.72892491;12.29206512;1
ID_3538;13-03-2020;Delhi Administration Flats, Timarpur;Chileno;16762;3.6;29.62743657;19.41134074;1
ID_3539;13-03-2020;FTI College, Law College Road, Pune;Chileno;7739;2.6;87.61217187;16.97214987;0
ID_3539;13-03-2020;Nathan Road, Mangaldas Road, Pune;Francés;12888;3.9;52.919403;13.56202911;1
ID_3539;13-03-2020;MG Road, Pune;Español;12186;3.9;78.16188914;13.40437342;1
ID_3540;13-03-2020;FTI College, Law College Road, Pune;Francés;15668;4;26.9767089;18.90276561;1
ID_3541;13-03-2020;Dockyard Road, Mumbai CST Area;Chileno;11895;3.8;48.38388023;19.06952264;1
ID_3541;14-03-2020;Sandhurst Road, Mumbai CST Area;Español;12025;3.8;26.652254;15.51008678;1
ID_3542;14-03-2020;Sector 3, Marathalli;Francés;13313;3.5;31.76653459;16.43807335;1
ID_3543;14-03-2020;Delhi Cantt.;Peruano;12084;3.5;55.46333645;17.73336365;1
ID_3543;14-03-2020;Sandhurst Road, Mumbai CST Area;Chileno;15719;3.6;73.16121721;17.32964077;1
ID_3543;14-03-2020;Mumbai Central;Español;16597;3.6;41.44442247;19.11726238;1
ID_3543;14-03-2020;Dockyard Road, Mumbai CST Area;Español;16603;3.6;33.20350361;19.6887315;1
ID_3544;14-03-2020;Hyderabad Public School, Begumpet;Italiano;23306;4;33.73793665;13.31807507;1
ID_3545;14-03-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Italiano;7682;4.3;35.21747396;19.91470682;1
ID_3547;14-03-2020;Mumbai Central;Francés;9171;4;25.66504584;18.47896169;1
ID_3548;14-03-2020;FTI College, Law College Road, Pune;Francés;11883;4.2;31.00397986;15.71581173;1
ID_3549;14-03-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Peruano;78890;3.8;77.73859572;18.33041967;1
ID_3552;14-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Argentino;8159;4.3;42.64516515;13.7258957;1
ID_3553;14-03-2020;FTI College, Law College Road, Pune;Italiano;17292;3.7;68.88016936;19.54439373;1
ID_3555;14-03-2020;Nathan Road, Mangaldas Road, Pune;Italiano;8684;3.7;38.5558492;15.82620851;1
ID_3556;14-03-2020;Hyderabad Public School, Begumpet;Italiano;7328;3.7;42.98899908;17.69236457;1
ID_3556;14-03-2020;Musi Nagar, Malakpet, Hyderabad;Italiano;9387;3.7;44.54708778;17.63795207;1
ID_3558;14-03-2020;D-Block, Sector 63, Noida;Español;9668;3.2;45.98253876;18.69899298;1
ID_3561;14-03-2020;Yerawada, Pune, Maharashtra;Francés;35541;3.7;85.3623937;18.49586056;1
ID_3562;14-03-2020;Sector 1, Noida;Chileno;23310;3.9;60.48815054;14.86116006;1
ID_3562;14-03-2020;Delhi Cantt.;Francés;30561;4;43.64506288;15.38481018;1
ID_3564;14-03-2020;Rmz Centennial, I Gate, Whitefield;Chileno;15439;2.5;36.26416548;15.73640957;1
ID_3565;14-03-2020;Sector 3, Marathalli;Francés;24414;3.7;43.96866484;16.59872159;1
ID_3565;14-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Peruano;27541;3.6;29.65106229;18.27895545;1
ID_3565;14-03-2020;Majestic;Chileno;28053;3.8;40.83197379;12.52480876;1
ID_3565;14-03-2020;Rmz Centennial, I Gate, Whitefield;Español;24363;3.7;43.46784139;18.13586104;1
ID_3566;14-03-2020;Majestic;Chileno;32736;4.4;79.05611169;18.06177216;1
ID_3569;14-03-2020;Delhi High Court, India Gate;Chileno;27252;4;59.64438275;17.94041924;1
ID_3570;14-03-2020;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Francés;16523;3.8;38.80679768;12.73489485;1
ID_3574;14-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Argentino;24457;4.1;41.73094479;13.09327639;1
ID_3575;14-03-2020;Delhi High Court, India Gate;Español;24421;4.3;54.21289629;16.84734371;1
ID_3575;14-03-2020;Sector 1, Noida;Francés;24516;4.3;33.88090798;17.31696554;1
ID_3576;14-03-2020;Sector 14, Noida;Francés;20374;3.6;50.00479566;19.3026441;1
ID_3576;14-03-2020;Sector 1, Noida;Chileno;20597;3.6;46.25310902;17.01047439;1
ID_3579;14-03-2020;D-Block, Sector 63, Noida;Español;15709;3.2;34.40782792;18.93990737;1
ID_3582;14-03-2020;Nathan Road, Mangaldas Road, Pune;Francés;23564;3.5;51.21878649;14.18339264;1
ID_3589;14-03-2020;Delhi Cantt.;Peruano;15320;3.4;82.64235252;12.96891511;1
ID_3590;14-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Español;8486;3.3;57.46710183;16.35364588;1
ID_3591;14-03-2020;FTI College, Law College Road, Pune;Chileno;16780;3.3;45.46152124;15.31874748;1
ID_3592;14-03-2020;D-Block, Sector 63, Noida;Peruano;15786;3;27.23565076;15.48196848;1
ID_3593;14-03-2020;D-Block, Sector 63, Noida;Español;11208;2.4;53.39624101;14.05080312;1
ID_3596;14-03-2020;Sector 14, Noida;Chileno;14914;4.3;82.67864464;12.90037739;1
ID_3596;14-03-2020;Sector 1, Noida;Argentino;15572;4.3;26.87940251;17.52962432;1
ID_3596;14-03-2020;D-Block, Sector 63, Noida;Español;15409;4.2;50.56983035;14.66232358;1
ID_3597;14-03-2020;Sector 1, Noida;Italiano;15283;3.3;58.26542788;12.31002617;1
ID_3598;15-03-2020;Rmz Centennial, I Gate, Whitefield;Chileno;19117;3.1;35.31792951;16.98371023;1
ID_3600;15-03-2020;Rmz Centennial, I Gate, Whitefield;Español;24289;3.1;29.69627095;15.62489872;1
ID_3601;15-03-2020;Sector 14, Noida;Chileno;16129;2.9;48.63253835;17.26868085;1
ID_3603;15-03-2020;Delhi Cantt.;Chileno;15787;3;41.0464198;15.99319667;1
ID_3604;15-03-2020;Majestic;Chileno;9656;3.7;51.62147379;15.75189002;1
ID_3605;15-03-2020;Majestic;Francés;13213;3.4;42.23069834;17.3325651;1
ID_3605;15-03-2020;Sector 3, Marathalli;Italiano;12515;3.7;64.79998063;16.15747638;1
ID_3605;15-03-2020;Rmz Centennial, I Gate, Whitefield;Chileno;13509;3.4;35.78992918;12.34669223;1
ID_3605;15-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Francés;12215;3.3;34.9933455;15.18753024;1
ID_3607;15-03-2020;Delhi Administration Flats, Timarpur;Peruano;16740;3.3;58.4172181;16.45873153;1
ID_3608;15-03-2020;Delhi Administration Flats, Timarpur;Chileno;20744;3.4;45.32008228;13.44939028;1
ID_3609;15-03-2020;Dockyard Road, Mumbai CST Area;Francés;15021;3.2;78.72353861;12.01957198;1
ID_3609;15-03-2020;Mumbai Central;Peruano;15015;3.6;67.82660295;17.06955079;1
ID_3609;15-03-2020;Yerawada, Pune, Maharashtra;Francés;16894;3.1;25.83324087;14.45145688;1
ID_3609;15-03-2020;MG Road, Pune;Chileno;16503;3.1;39.33867974;18.47904614;1
ID_3609;15-03-2020;Sandhurst Road, Mumbai CST Area;Chileno;16455;3.2;67.24424103;18.30314067;1
ID_3609;15-03-2020;Nathan Road, Mangaldas Road, Pune;Chileno;15038;3.1;63.67681874;17.70560299;1
ID_3610;15-03-2020;Mumbai Central;Español;77381;4.1;27.59725218;15.59751488;1
ID_3611;15-03-2020;Dockyard Road, Mumbai CST Area;Peruano;15822;4.2;57.07649555;19.56891462;1
ID_3612;15-03-2020;Delhi High Court, India Gate;Francés;20462;4.4;25.56697633;12.19449334;1
ID_3613;15-03-2020;Sector 1, Noida;Francés;9671;2.9;39.57363459;18.09168458;1
ID_3613;15-03-2020;Sector 14, Noida;Italiano;8657;2.9;43.55545636;16.91791567;1
ID_3614;15-03-2020;Mumbai Central;Español;22641;4.1;60.32741709;14.90511958;1
ID_3615;15-03-2020;Delhi Cantt.;Argentino;12412;3.2;73.34542911;19.80994492;1
ID_3616;15-03-2020;FTI College, Law College Road, Pune;Francés;13162;3.5;27.88450436;15.77216258;1
ID_3616;15-03-2020;MG Road, Pune;Peruano;13044;3.5;30.61835077;15.19486101;1
ID_3617;15-03-2020;Sector 1, Noida;Francés;15339;4.5;34.5240648;15.06496446;1
ID_3617;15-03-2020;Sector 14, Noida;Francés;17052;4.5;49.60443883;14.18399506;1
ID_3618;15-03-2020;Pune University;Chileno;9316;2.9;46.0257082;13.02584765;1
ID_3619;15-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Chileno;14919;3.5;35.9776003;18.19330651;1
ID_3621;15-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Español;19880;3.8;63.86088461;14.62232233;1
ID_3622;15-03-2020;Delhi Administration Flats, Timarpur;Peruano;31971;4.3;40.39108666;18.35795858;1
ID_3622;15-03-2020;Delhi University-GTB Nagar;Chileno;32019;4.3;56.76958431;17.17895809;1
ID_3623;15-03-2020;Delhi University-GTB Nagar;Francés;17101;4.3;88.31140018;19.16598876;1
ID_3624;15-03-2020;Delhi High Court, India Gate;Chileno;15128;3.6;56.89568016;17.44165655;1
ID_3626;15-03-2020;Majestic;Peruano;43714;4.4;68.33978646;19.00143412;1
ID_3629;15-03-2020;Hyderabad Public School, Begumpet;Chileno;15178;3.6;32.16968892;16.42597571;1
ID_3629;15-03-2020;Sandhurst Road, Mumbai CST Area;Chileno;15910;3.2;63.72742429;19.45076745;1
ID_3629;15-03-2020;Rmz Centennial, I Gate, Whitefield;Italiano;17202;3.6;48.35154215;14.17158615;1
ID_3629;15-03-2020;Dockyard Road, Mumbai CST Area;Chileno;17372;3.2;69.53753236;13.89300687;1
ID_3631;16-03-2020;Mico Layout, Stage 2, BTM Layout,Bangalore;Italiano;9097;3.5;37.90805502;19.88708455;1
ID_3632;16-03-2020;Delhi Administration Flats, Timarpur;Español;15207;3.5;36.93275902;13.20146748;1
ID_3632;16-03-2020;Delhi University-GTB Nagar;Italiano;16251;3.5;46.07650661;18.63972303;1
ID_3633;16-03-2020;Yerawada, Pune, Maharashtra;Francés;8964;3.1;39.03487014;13.82846809;1
ID_3634;16-03-2020;Rmz Centennial, I Gate, Whitefield;Italiano;16681;3.9;51.41916723;12.21036036;1
ID_3635;16-03-2020;Yerawada, Pune, Maharashtra;Español;47879;4.3;41.35782591;16.67881856;1
ID_3636;16-03-2020;Sector 63A,Gurgaon;Francés;32555;3.8;35.36724584;18.83937151;1
ID_3637;16-03-2020;Sandhurst Road, Mumbai CST Area;Español;17048;2.7;43.46168472;17.35984048;0
ID_3638;16-03-2020;Majestic;Peruano;9199;3.6;34.36073083;12.99235305;1
ID_3639;16-03-2020;Delhi Cantt.;Italiano;8110;3.3;54.77638558;12.61399055;1
ID_3640;16-03-2020;Delhi Cantt.;Francés;16014;3.8;34.41306194;18.96074774;1
